activity_id,deal_id,user_id,activity_type,kpi_name,is_done,activity_at
110692,189017,876,meeting,Sales Call 1,t,2024-08-31 19:24:37
110718,783948,931,follow_up,Follow Up Call,f,2024-08-03 04:46:06
110824,723762,1777,follow_up,Follow Up Call,t,2024-01-04 14:37:13
110900,598774,1369,meeting,Sales Call 1,f,2024-09-03 21:13:02
110988,664015,993,meeting,Sales Call 1,f,2024-06-07 01:21:56
111266,665641,27,follow_up,Follow Up Call,f,2024-01-31 02:30:07
111270,516179,1229,sc_2,Sales Call 2,t,2024-08-05 22:30:15
111546,106575,185,after_close_call,After Close Call,f,2024-01-06 01:29:06
111774,829210,924,follow_up,Follow Up Call,t,2024-03-27 04:44:15
111885,952127,866,after_close_call,After Close Call,t,2024-09-07 12:19:56
111953,608013,134,meeting,Sales Call 1,f,2024-08-05 11:04:34
112126,335440,270,sc_2,Sales Call 2,t,2024-08-05 07:25:57
112162,841293,764,follow_up,Follow Up Call,t,2024-01-14 07:21:00
112232,614163,668,follow_up,Follow Up Call,t,2024-03-21 16:29:34
112242,228953,1373,sc_2,Sales Call 2,f,2024-03-03 22:38:19
112342,895741,945,meeting,Sales Call 1,f,2024-08-25 19:43:20
112491,942450,185,sc_2,Sales Call 2,t,2024-06-24 19:05:02
112746,379800,171,after_close_call,After Close Call,t,2024-03-01 02:43:12
113145,749532,707,sc_2,Sales Call 2,f,2024-06-03 00:53:30
113176,128765,1556,meeting,Sales Call 1,t,2024-04-25 22:34:06
113231,832700,261,sc_2,Sales Call 2,f,2024-08-14 19:25:12
113439,329960,1752,meeting,Sales Call 1,t,2024-04-03 20:18:47
113782,834852,67,follow_up,Follow Up Call,t,2024-09-05 11:47:05
113965,278785,105,follow_up,Follow Up Call,f,2024-02-29 12:18:29
114160,717698,1572,sc_2,Sales Call 2,f,2024-02-19 00:11:40
114412,165579,1588,follow_up,Follow Up Call,f,2024-07-09 05:18:04
114701,787507,1583,follow_up,Follow Up Call,f,2024-04-26 10:34:59
115587,181569,874,follow_up,Follow Up Call,t,2024-03-26 21:31:50
115943,391874,716,after_close_call,After Close Call,t,2024-01-05 16:14:23
116081,168205,1562,sc_2,Sales Call 2,t,2024-06-04 01:16:53
116403,690605,662,sc_2,Sales Call 2,f,2024-03-20 22:14:10
116452,940390,738,after_close_call,After Close Call,t,2024-02-21 08:03:10
116694,667562,355,follow_up,Follow Up Call,f,2024-06-28 00:11:01
116711,532479,822,meeting,Sales Call 1,f,2024-01-01 09:56:41
117029,866489,73,after_close_call,After Close Call,f,2024-03-06 20:15:38
117419,290575,38,sc_2,Sales Call 2,f,2024-01-18 06:17:40
117675,251582,960,meeting,Sales Call 1,t,2024-08-21 21:12:03
117776,890670,1503,follow_up,Follow Up Call,f,2024-04-05 17:26:43
118159,957836,537,sc_2,Sales Call 2,f,2024-04-19 10:30:40
118395,183470,1082,after_close_call,After Close Call,t,2024-05-23 15:43:07
118660,227566,1440,sc_2,Sales Call 2,t,2024-08-10 03:28:49
118785,345552,1360,sc_2,Sales Call 2,t,2024-03-02 18:52:02
118892,320530,900,sc_2,Sales Call 2,t,2024-08-01 02:28:45
119126,867580,982,meeting,Sales Call 1,t,2024-07-28 04:05:31
119228,741115,1529,sc_2,Sales Call 2,f,2024-05-08 06:48:23
119767,430192,565,sc_2,Sales Call 2,f,2024-01-23 06:25:37
120046,256161,1296,sc_2,Sales Call 2,t,2024-07-18 02:19:40
120047,587992,1248,follow_up,Follow Up Call,f,2024-02-18 23:38:48
120173,777387,543,follow_up,Follow Up Call,f,2024-02-09 17:38:45
120491,583708,1208,sc_2,Sales Call 2,f,2024-06-05 18:35:26
120713,941400,1758,meeting,Sales Call 1,t,2024-06-02 02:55:28
120898,601970,1633,follow_up,Follow Up Call,t,2024-05-19 09:00:07
121409,425541,183,meeting,Sales Call 1,t,2024-07-24 06:11:06
121765,967154,1193,meeting,Sales Call 1,f,2024-04-06 11:22:28
121769,139252,1208,meeting,Sales Call 1,t,2024-01-03 19:50:25
122030,383522,457,sc_2,Sales Call 2,f,2024-04-27 23:01:16
122100,977991,1008,meeting,Sales Call 1,t,2024-01-13 15:14:58
122145,824739,535,meeting,Sales Call 1,t,2024-08-02 21:13:39
122261,355036,1578,after_close_call,After Close Call,f,2024-05-18 13:23:36
122579,405166,1753,follow_up,Follow Up Call,t,2024-09-11 15:36:04
122797,405820,163,follow_up,Follow Up Call,t,2024-04-22 07:00:53
123004,704695,129,meeting,Sales Call 1,t,2024-08-17 04:27:05
123086,980825,798,sc_2,Sales Call 2,f,2024-01-05 23:37:11
123098,751492,1390,meeting,Sales Call 1,t,2024-05-02 11:03:50
123336,631249,654,sc_2,Sales Call 2,t,2024-02-20 07:07:25
123363,123229,1049,after_close_call,After Close Call,f,2024-07-06 23:54:57
123462,378253,908,follow_up,Follow Up Call,f,2024-01-03 03:42:27
123898,112214,917,sc_2,Sales Call 2,t,2024-02-29 12:00:41
123920,930854,1625,follow_up,Follow Up Call,t,2024-06-05 19:14:15
124006,276869,1680,sc_2,Sales Call 2,t,2024-01-30 17:01:49
124089,329003,1123,sc_2,Sales Call 2,t,2024-08-13 15:12:46
124164,455763,299,after_close_call,After Close Call,t,2024-02-27 17:10:46
124728,419443,4,follow_up,Follow Up Call,f,2024-03-26 07:27:15
124889,777950,1537,meeting,Sales Call 1,f,2024-01-26 07:45:49
125012,174924,1323,meeting,Sales Call 1,t,2024-03-08 12:40:40
125013,748444,1522,after_close_call,After Close Call,t,2024-01-29 00:29:18
125217,856892,334,after_close_call,After Close Call,f,2024-04-29 11:11:53
125281,159321,1587,follow_up,Follow Up Call,f,2024-08-30 02:53:54
125373,974648,638,meeting,Sales Call 1,f,2024-02-20 02:57:49
125466,144568,113,sc_2,Sales Call 2,t,2024-08-25 08:43:06
125565,865617,4,sc_2,Sales Call 2,t,2024-06-27 12:23:36
126190,201403,1626,follow_up,Follow Up Call,f,2024-08-25 14:21:16
126666,253003,888,sc_2,Sales Call 2,f,2024-04-07 12:50:58
126778,196841,174,follow_up,Follow Up Call,f,2024-06-08 17:22:23
126874,303336,1183,sc_2,Sales Call 2,f,2024-04-04 03:57:46
126897,264006,1334,after_close_call,After Close Call,t,2024-05-30 21:18:45
126930,100994,1527,meeting,Sales Call 1,f,2024-04-07 06:24:44
127005,560398,1482,sc_2,Sales Call 2,t,2024-07-04 20:32:22
127006,191506,64,follow_up,Follow Up Call,t,2024-08-05 23:43:40
127173,442402,525,meeting,Sales Call 1,f,2024-08-05 18:01:55
127312,946109,232,meeting,Sales Call 1,f,2024-07-09 18:06:15
127998,480199,549,follow_up,Follow Up Call,f,2024-06-27 11:32:37
128208,105919,93,sc_2,Sales Call 2,f,2024-06-06 18:58:08
128409,752493,498,sc_2,Sales Call 2,t,2024-03-16 22:43:53
128460,741547,713,after_close_call,After Close Call,f,2024-06-14 10:12:27
128678,165406,17,follow_up,Follow Up Call,f,2024-07-16 22:25:56
128767,169393,127,sc_2,Sales Call 2,t,2024-05-30 01:57:19
129125,619767,1620,after_close_call,After Close Call,f,2024-01-21 10:28:03
129641,270327,1651,meeting,Sales Call 1,f,2024-06-22 02:54:00
129896,489037,522,after_close_call,After Close Call,f,2024-02-21 12:25:51
130097,722520,207,sc_2,Sales Call 2,f,2024-02-21 05:32:53
130157,128835,1137,follow_up,Follow Up Call,f,2024-04-09 20:31:34
130183,637362,1085,follow_up,Follow Up Call,f,2024-03-08 01:44:35
130353,238835,676,meeting,Sales Call 1,t,2024-06-18 12:19:40
130494,780862,1104,meeting,Sales Call 1,t,2024-07-02 04:03:57
130631,874621,432,meeting,Sales Call 1,f,2024-03-03 01:53:32
130793,431373,44,meeting,Sales Call 1,t,2024-08-24 22:08:41
131055,321934,480,after_close_call,After Close Call,t,2024-06-16 18:46:29
131678,925619,240,after_close_call,After Close Call,f,2024-03-16 00:42:19
131747,532116,609,after_close_call,After Close Call,f,2024-05-06 21:12:15
131843,835437,380,meeting,Sales Call 1,f,2024-05-15 19:11:40
132208,815588,409,after_close_call,After Close Call,t,2024-05-24 14:41:06
132741,591940,1152,after_close_call,After Close Call,f,2024-02-26 02:39:23
133072,532971,357,meeting,Sales Call 1,t,2024-01-31 05:42:17
133279,836732,190,after_close_call,After Close Call,f,2024-02-26 10:23:01
133397,722145,747,meeting,Sales Call 1,f,2024-08-16 18:39:23
133757,948027,32,after_close_call,After Close Call,f,2024-08-22 08:18:34
133952,956223,116,after_close_call,After Close Call,f,2024-06-29 07:56:15
134885,732284,1647,after_close_call,After Close Call,f,2024-08-18 05:25:13
134984,218959,454,follow_up,Follow Up Call,f,2024-04-18 03:01:57
135393,790320,1208,after_close_call,After Close Call,f,2024-06-24 09:41:07
135411,502755,1781,meeting,Sales Call 1,t,2024-07-07 22:11:56
135419,901951,1405,meeting,Sales Call 1,t,2024-08-11 21:07:49
135536,497431,1585,after_close_call,After Close Call,t,2024-07-20 14:10:01
135895,879859,1076,after_close_call,After Close Call,t,2024-04-18 10:38:45
136224,385221,1260,meeting,Sales Call 1,f,2024-05-05 15:52:24
136396,968442,1245,meeting,Sales Call 1,f,2024-07-19 17:53:04
136574,795863,108,meeting,Sales Call 1,t,2024-06-16 14:41:50
137271,921531,1570,meeting,Sales Call 1,f,2024-05-06 23:50:35
137745,457433,1487,after_close_call,After Close Call,t,2024-03-03 00:24:13
138082,149934,1247,sc_2,Sales Call 2,f,2024-08-01 15:17:27
138096,112408,213,meeting,Sales Call 1,t,2024-07-12 02:48:13
138317,390946,599,meeting,Sales Call 1,f,2024-07-19 11:16:09
138425,220095,1752,meeting,Sales Call 1,t,2024-07-28 22:38:58
138496,918602,1433,after_close_call,After Close Call,t,2024-09-07 15:54:45
138844,606576,1622,follow_up,Follow Up Call,f,2024-07-02 16:11:22
138956,791324,1252,after_close_call,After Close Call,t,2024-08-03 03:22:37
139733,124130,1461,after_close_call,After Close Call,t,2024-06-19 08:10:06
140667,600412,1076,sc_2,Sales Call 2,f,2024-08-08 01:34:09
141061,246761,1778,sc_2,Sales Call 2,t,2024-06-06 19:27:32
141147,672696,230,meeting,Sales Call 1,f,2024-08-01 23:25:11
141220,754457,1271,after_close_call,After Close Call,f,2024-07-03 05:23:48
141264,909559,1122,follow_up,Follow Up Call,t,2024-05-03 03:18:20
141557,410809,1711,meeting,Sales Call 1,t,2024-07-04 23:27:13
141625,522767,906,follow_up,Follow Up Call,f,2024-02-24 03:56:44
141996,904394,1654,meeting,Sales Call 1,f,2024-04-30 20:00:39
142089,784033,1315,meeting,Sales Call 1,f,2024-08-04 11:16:20
142102,930946,1302,follow_up,Follow Up Call,f,2024-08-26 11:12:31
142257,886511,39,follow_up,Follow Up Call,f,2024-03-25 02:35:30
142334,306433,1128,after_close_call,After Close Call,t,2024-01-14 05:02:57
142372,325650,27,follow_up,Follow Up Call,t,2024-07-09 14:00:09
142406,973285,447,meeting,Sales Call 1,t,2024-01-24 02:48:47
142425,759750,1033,after_close_call,After Close Call,t,2024-06-17 02:19:43
142447,367795,1708,follow_up,Follow Up Call,f,2024-07-15 23:27:50
142584,372805,590,meeting,Sales Call 1,f,2024-01-28 18:43:48
142685,339116,1252,meeting,Sales Call 1,f,2024-01-13 10:14:07
142891,902323,799,after_close_call,After Close Call,t,2024-06-20 05:37:28
142915,363407,1783,sc_2,Sales Call 2,f,2024-04-25 11:45:12
143064,701206,903,after_close_call,After Close Call,t,2024-03-22 08:20:48
143116,136858,1467,after_close_call,After Close Call,t,2024-04-20 19:30:48
143700,224048,1263,sc_2,Sales Call 2,f,2024-07-15 09:32:03
144218,458045,1490,after_close_call,After Close Call,t,2024-05-24 05:56:28
144358,478643,1407,meeting,Sales Call 1,f,2024-07-06 08:53:42
144361,774808,1112,after_close_call,After Close Call,f,2024-04-20 15:59:06
144502,397786,692,sc_2,Sales Call 2,f,2024-04-20 17:28:36
144680,803123,618,sc_2,Sales Call 2,t,2024-03-14 06:19:42
144966,715945,291,follow_up,Follow Up Call,t,2024-06-01 16:47:20
145463,490670,1407,after_close_call,After Close Call,f,2024-02-17 19:57:44
145673,710341,566,sc_2,Sales Call 2,t,2024-02-14 03:46:36
145938,762016,1600,after_close_call,After Close Call,f,2024-01-18 11:59:20
146030,572012,1102,sc_2,Sales Call 2,f,2024-01-08 08:42:08
146246,731063,1538,meeting,Sales Call 1,f,2024-02-04 22:07:39
146393,263381,1309,meeting,Sales Call 1,t,2024-01-19 13:28:37
146482,570695,306,sc_2,Sales Call 2,f,2024-08-02 06:13:01
146785,493196,548,follow_up,Follow Up Call,f,2024-03-15 10:22:29
147471,552887,106,follow_up,Follow Up Call,t,2024-01-20 12:46:00
147665,562039,522,meeting,Sales Call 1,t,2024-07-16 06:05:57
147858,850780,326,after_close_call,After Close Call,t,2024-08-07 17:22:31
147994,897733,147,follow_up,Follow Up Call,f,2024-03-16 04:03:13
148004,141156,219,sc_2,Sales Call 2,f,2024-04-11 15:51:52
148251,879856,805,meeting,Sales Call 1,f,2024-07-25 06:19:54
148324,396839,1611,after_close_call,After Close Call,f,2024-02-03 01:52:24
148359,732683,1212,after_close_call,After Close Call,f,2024-02-26 07:50:25
148566,355734,354,sc_2,Sales Call 2,t,2024-09-11 15:20:26
148727,948938,1323,follow_up,Follow Up Call,f,2024-08-20 03:21:34
148789,597615,345,after_close_call,After Close Call,t,2024-05-09 00:48:59
148795,204129,1314,after_close_call,After Close Call,t,2024-09-09 15:55:46
149066,366095,1224,follow_up,Follow Up Call,t,2024-09-07 00:41:53
149746,611967,826,sc_2,Sales Call 2,f,2024-07-25 22:13:38
149829,444316,728,meeting,Sales Call 1,t,2024-07-25 14:34:20
149895,858053,911,follow_up,Follow Up Call,f,2024-01-05 13:20:25
149935,292189,395,sc_2,Sales Call 2,f,2024-05-05 23:12:43
150092,390727,1139,after_close_call,After Close Call,t,2024-08-31 09:49:10
150208,860780,529,sc_2,Sales Call 2,t,2024-03-02 15:58:56
150242,841031,1206,after_close_call,After Close Call,f,2024-04-09 07:07:27
150264,210505,555,after_close_call,After Close Call,f,2024-02-19 18:41:08
150272,434041,1517,sc_2,Sales Call 2,t,2024-03-19 08:41:03
150314,700836,1563,after_close_call,After Close Call,t,2024-08-03 05:56:42
150399,943323,708,follow_up,Follow Up Call,t,2024-05-12 21:41:26
150413,452612,1501,sc_2,Sales Call 2,t,2024-02-21 18:58:17
150674,447667,365,after_close_call,After Close Call,t,2024-07-04 23:38:27
151014,501476,102,meeting,Sales Call 1,f,2024-01-19 01:45:36
151231,422960,884,sc_2,Sales Call 2,f,2024-03-11 04:03:16
151935,244632,1207,after_close_call,After Close Call,f,2024-07-30 15:19:46
151948,851494,1297,follow_up,Follow Up Call,t,2024-02-01 11:26:51
152387,775048,7,follow_up,Follow Up Call,t,2024-02-04 03:00:53
152610,366356,787,meeting,Sales Call 1,t,2024-03-21 11:23:10
152697,406241,1191,sc_2,Sales Call 2,f,2024-02-22 11:28:39
152760,412892,1650,follow_up,Follow Up Call,f,2024-02-06 22:24:53
152818,950993,610,after_close_call,After Close Call,t,2024-03-21 19:28:48
153229,567832,1203,sc_2,Sales Call 2,f,2024-01-09 06:07:03
153269,866657,1687,after_close_call,After Close Call,f,2024-01-17 20:30:24
153578,694978,274,after_close_call,After Close Call,t,2024-02-05 14:19:01
153725,142986,1133,after_close_call,After Close Call,f,2024-03-16 17:25:17
153802,615474,483,sc_2,Sales Call 2,t,2024-06-19 03:20:32
153897,721822,1379,follow_up,Follow Up Call,f,2024-01-29 16:23:15
154004,178607,1668,after_close_call,After Close Call,f,2024-01-27 19:04:25
154320,154144,56,follow_up,Follow Up Call,f,2024-08-07 01:06:49
154409,255848,1517,follow_up,Follow Up Call,t,2024-03-08 22:17:24
154425,618505,1387,follow_up,Follow Up Call,t,2024-03-18 00:14:13
154636,915809,598,follow_up,Follow Up Call,t,2024-05-18 04:28:20
154942,886342,1085,sc_2,Sales Call 2,t,2024-04-08 19:27:55
155257,352231,1256,follow_up,Follow Up Call,f,2024-02-11 02:06:13
155327,819711,1095,meeting,Sales Call 1,t,2024-02-18 10:18:51
155607,659869,834,meeting,Sales Call 1,t,2024-09-12 02:12:34
155763,669626,1282,meeting,Sales Call 1,f,2024-01-29 11:30:29
156026,900524,1479,sc_2,Sales Call 2,f,2024-05-21 09:27:59
156989,704812,554,follow_up,Follow Up Call,f,2024-04-05 17:39:52
157363,522375,1505,follow_up,Follow Up Call,f,2024-06-01 11:58:48
157434,246176,699,meeting,Sales Call 1,t,2024-08-09 06:39:12
157612,199847,1650,sc_2,Sales Call 2,f,2024-02-14 01:23:29
157790,986397,481,sc_2,Sales Call 2,f,2024-01-31 06:59:37
157802,184908,731,after_close_call,After Close Call,t,2024-05-29 01:16:50
157950,529207,1712,after_close_call,After Close Call,f,2024-04-29 11:52:43
158119,514638,538,meeting,Sales Call 1,f,2024-07-28 14:45:23
158388,924579,68,sc_2,Sales Call 2,f,2024-08-06 06:26:51
158806,407995,1745,follow_up,Follow Up Call,f,2024-05-24 05:14:51
158875,735881,722,sc_2,Sales Call 2,f,2024-08-16 01:49:56
158891,937576,1135,sc_2,Sales Call 2,f,2024-01-12 23:06:35
158897,122083,217,after_close_call,After Close Call,f,2024-08-06 18:03:49
158967,209330,1781,sc_2,Sales Call 2,t,2024-08-18 12:12:12
158975,566836,1753,sc_2,Sales Call 2,f,2024-07-01 15:47:10
159096,855033,412,follow_up,Follow Up Call,t,2024-06-24 17:26:17
159198,201260,947,meeting,Sales Call 1,f,2024-09-03 22:27:53
159363,298093,585,follow_up,Follow Up Call,t,2024-05-08 09:33:59
159370,941447,197,meeting,Sales Call 1,t,2024-01-04 02:51:55
159391,410603,1098,meeting,Sales Call 1,t,2024-03-20 04:43:33
159571,599510,891,after_close_call,After Close Call,t,2024-07-01 14:58:47
159749,546166,1047,sc_2,Sales Call 2,f,2024-03-15 12:27:18
159786,407203,346,follow_up,Follow Up Call,t,2024-08-02 05:39:46
160156,314279,910,sc_2,Sales Call 2,f,2024-04-09 12:50:59
160447,282942,440,after_close_call,After Close Call,f,2024-02-26 00:21:08
160736,127647,86,sc_2,Sales Call 2,t,2024-05-19 10:30:57
160862,788654,715,meeting,Sales Call 1,t,2024-09-09 22:33:20
161156,571997,36,after_close_call,After Close Call,t,2024-02-28 00:40:23
161198,709969,120,meeting,Sales Call 1,f,2024-05-17 09:26:39
161619,695502,529,follow_up,Follow Up Call,t,2024-06-26 12:21:09
161643,350233,692,follow_up,Follow Up Call,t,2024-03-06 10:49:29
161759,365270,373,after_close_call,After Close Call,t,2024-08-29 09:48:37
161784,926526,824,meeting,Sales Call 1,t,2024-07-06 17:14:36
161838,887293,585,meeting,Sales Call 1,f,2024-04-17 23:03:26
162118,584145,389,after_close_call,After Close Call,f,2024-02-08 10:55:13
162165,204816,569,follow_up,Follow Up Call,f,2024-08-04 18:32:36
162240,793352,1618,sc_2,Sales Call 2,t,2024-06-23 05:45:17
162674,857643,925,after_close_call,After Close Call,f,2024-08-22 14:13:55
163002,429641,1116,follow_up,Follow Up Call,f,2024-04-06 05:18:41
163127,458957,684,after_close_call,After Close Call,f,2024-02-14 11:23:01
163571,471167,219,meeting,Sales Call 1,t,2024-01-22 22:56:25
163790,593473,1205,sc_2,Sales Call 2,f,2024-09-08 11:22:50
163886,969445,1784,meeting,Sales Call 1,t,2024-06-22 16:33:38
164173,804490,964,meeting,Sales Call 1,f,2024-02-06 12:47:07
164324,991642,1025,meeting,Sales Call 1,t,2024-02-12 06:12:25
164605,598208,1211,follow_up,Follow Up Call,f,2024-03-05 14:24:44
165072,721907,151,meeting,Sales Call 1,f,2024-07-16 22:31:21
165332,627873,93,after_close_call,After Close Call,t,2024-02-09 23:18:37
165367,795614,902,meeting,Sales Call 1,f,2024-09-03 20:19:06
165401,937362,1201,after_close_call,After Close Call,t,2024-07-27 00:53:45
165404,780349,1404,sc_2,Sales Call 2,f,2024-05-06 00:54:52
165406,405526,1689,after_close_call,After Close Call,t,2024-03-20 16:29:32
165756,961889,680,follow_up,Follow Up Call,t,2024-02-02 15:23:55
166217,588504,334,after_close_call,After Close Call,f,2024-01-31 01:30:23
166265,965848,519,after_close_call,After Close Call,f,2024-06-19 13:51:29
166367,144674,845,sc_2,Sales Call 2,t,2024-09-07 18:54:36
166589,323051,271,meeting,Sales Call 1,f,2024-09-10 12:03:44
166613,473748,1120,sc_2,Sales Call 2,t,2024-08-04 10:29:29
166679,484185,1236,sc_2,Sales Call 2,t,2024-06-02 10:06:35
166825,245231,1626,after_close_call,After Close Call,t,2024-03-19 08:16:07
166839,341648,566,follow_up,Follow Up Call,f,2024-01-13 00:38:45
167088,285252,1552,after_close_call,After Close Call,f,2024-01-15 18:39:58
167239,600165,1266,after_close_call,After Close Call,t,2024-03-14 22:04:22
167449,281565,1388,sc_2,Sales Call 2,t,2024-09-13 12:32:26
167921,240940,1522,sc_2,Sales Call 2,f,2024-03-14 16:22:34
168002,460289,1011,follow_up,Follow Up Call,f,2024-06-06 00:29:17
168677,688951,708,meeting,Sales Call 1,f,2024-06-01 15:04:22
168726,464069,903,meeting,Sales Call 1,f,2024-09-01 03:57:39
168988,230089,733,after_close_call,After Close Call,f,2024-06-14 09:31:55
169156,317824,1502,meeting,Sales Call 1,f,2024-02-01 16:43:28
169213,487048,1080,meeting,Sales Call 1,t,2024-06-16 17:20:13
169593,888338,518,after_close_call,After Close Call,t,2024-08-10 14:34:57
169996,261701,431,follow_up,Follow Up Call,t,2024-05-24 03:31:01
170534,875720,987,sc_2,Sales Call 2,f,2024-03-12 17:25:00
170681,696084,1678,sc_2,Sales Call 2,f,2024-04-19 16:02:46
170741,727787,1135,sc_2,Sales Call 2,f,2024-09-02 06:12:09
171552,650494,1266,follow_up,Follow Up Call,t,2024-04-22 16:57:00
171758,145104,1328,sc_2,Sales Call 2,f,2024-06-11 13:04:21
171776,908535,1061,meeting,Sales Call 1,t,2024-04-01 05:53:27
171857,386881,1711,meeting,Sales Call 1,f,2024-04-22 17:33:25
172332,114494,1077,sc_2,Sales Call 2,f,2024-06-04 13:58:17
173169,834606,466,after_close_call,After Close Call,f,2024-08-15 07:38:57
173249,130904,342,follow_up,Follow Up Call,t,2024-06-07 06:04:58
173412,451462,632,sc_2,Sales Call 2,t,2024-09-12 22:06:22
173723,436517,362,meeting,Sales Call 1,t,2024-03-04 15:40:42
174106,161253,1,meeting,Sales Call 1,f,2024-03-05 16:44:02
174673,957292,996,meeting,Sales Call 1,f,2024-08-24 13:34:22
174764,618304,1237,sc_2,Sales Call 2,f,2024-08-21 12:14:09
174768,825859,1102,follow_up,Follow Up Call,f,2024-04-11 21:25:37
175446,946687,247,sc_2,Sales Call 2,f,2024-06-09 12:44:43
175637,904650,762,sc_2,Sales Call 2,t,2024-05-12 07:13:07
175741,376850,953,follow_up,Follow Up Call,t,2024-03-02 05:47:14
176259,247641,1609,meeting,Sales Call 1,f,2024-03-16 17:03:35
176404,393703,336,meeting,Sales Call 1,f,2024-04-03 11:37:29
176629,821390,220,sc_2,Sales Call 2,f,2024-08-27 11:33:17
176959,671814,247,follow_up,Follow Up Call,f,2024-02-09 06:26:05
177104,180123,249,follow_up,Follow Up Call,t,2024-01-03 23:37:05
177179,195416,181,after_close_call,After Close Call,t,2024-07-12 17:35:57
177215,889370,1128,meeting,Sales Call 1,t,2024-04-20 20:03:06
177746,536787,572,sc_2,Sales Call 2,f,2024-01-27 10:03:40
177765,617100,1521,after_close_call,After Close Call,f,2024-07-27 08:45:36
178089,653759,1098,follow_up,Follow Up Call,f,2024-03-22 10:40:44
178335,587231,1333,follow_up,Follow Up Call,f,2024-02-14 16:27:43
178425,911781,813,meeting,Sales Call 1,f,2024-06-18 14:02:29
178642,815779,1769,after_close_call,After Close Call,f,2024-05-31 23:45:05
178690,361819,941,meeting,Sales Call 1,f,2024-07-01 18:18:10
178953,802402,859,follow_up,Follow Up Call,f,2024-08-04 17:46:57
179112,383229,173,meeting,Sales Call 1,t,2024-05-31 04:06:50
179237,401428,333,meeting,Sales Call 1,f,2024-08-16 16:27:09
179385,575169,891,sc_2,Sales Call 2,t,2024-05-15 07:17:30
179455,743648,703,meeting,Sales Call 1,t,2024-01-24 14:07:14
179714,888775,164,meeting,Sales Call 1,t,2024-07-28 06:20:07
179889,616867,1524,meeting,Sales Call 1,f,2024-04-01 13:24:36
180060,128784,461,sc_2,Sales Call 2,t,2024-02-29 02:58:46
180138,292549,509,after_close_call,After Close Call,f,2024-04-15 05:17:19
180369,319547,113,follow_up,Follow Up Call,f,2024-05-02 08:42:41
